#Table1
class,subclass,oiii_5007_flux,h_beta_flux,h_alpha_flux,nii_6584_flux
GALAXY,,27.99443,12.84396,16.31792,21.39288
GALAXY,,28.57857,12.13255,68.18382,56.49461
GALAXY,STARFORMING,142.7481,601.2401,4676.298,2294.917
GALAXY,,65.7212,4.443331,31.26247,108.6954
GALAXY,,26.58261,41.20388,40.11781,68.67927
GALAXY,STARBURST,12618.78,4066.304,15942.81,2324.289
GALAXY,STARFORMING BROADLINE,364.2648,270.5744,1038.366,791.9855
GALAXY,,188.1372,89.29368,297.9095,275.0341
GALAXY,AGN BROADLINE,85.07539,54.70678,156.6076,191.6503
GALAXY,BROADLINE,80.14186,51.2449,119.0334,142.0237
GALAXY,,40.12521,9.683129,52.73866,25.54511
GALAXY,BROADLINE,47.51338,104.6673,456.9527,285.7814
GALAXY,,7.528002,7.550029,19.94575,8.420658
GALAXY,,60.98048,29.78526,139.6015,142.9785
GALAXY,STARFORMING,246.6236,244.9244,1588.738,1738.209
GALAXY,BROADLINE,47.19717,58.07232,231.8428,145.9844
GALAXY,BROADLINE,60.42342,22.99936,105.1759,115.9244
GALAXY,BROADLINE,113.4102,52.53115,155.292,88.26109
GALAXY,,53.40701,26.0278,125.3575,159.3333
GALAXY,STARBURST,780.1848,2252.112,33024.26,17620.34
GALAXY,BROADLINE,51.60715,14.86401,37.27126,42.64925
GALAXY,,44.14549,23.4571,71.66553,74.90546
GALAXY,AGN,808.1348,386.4137,1573.917,1189.114
GALAXY,AGN,4433.455,569.2051,2661.47,1745.936
GALAXY,BROADLINE,191.5258,120.4524,315.1962,465.098
GALAXY,,127.1509,45.4242,135.9703,154.8343
GALAXY,BROADLINE,196.0428,110.9562,369.4147,594.1729
GALAXY,STARFORMING BROADLINE,41.76096,77.88712,312.2826,195.756
GALAXY,BROADLINE,105.9821,58.14252,180.6384,301.6192
GALAXY,AGN,106.8847,86.50205,318.1252,398.0862
GALAXY,BROADLINE,73.63195,46.78571,135.7106,163.5085
GALAXY,,9.654608,3.126892,25.2242,11.407
GALAXY,,29.55753,33.09515,77.73664,59.01689
GALAXY,,20.73525,16.91178,29.11693,17.2569
GALAXY,BROADLINE,35.60287,31.32659,130.4462,153.6343
GALAXY,BROADLINE,43.51336,10.11206,19.91926,31.80337
GALAXY,STARFORMING,169.7092,326.563,1622.975,1065.339
GALAXY,STARFORMING,107.5646,702.7158,3212.755,1216.78
GALAXY,BROADLINE,45.22005,15.65836,39.36951,89.15333
GALAXY,BROADLINE,45.35643,17.8963,33.82208,41.4069
GALAXY,STARFORMING,366.3863,1414.765,5959.053,2818.417
GALAXY,STARFORMING,456.4222,857.3526,3249.227,1259.511
GALAXY,,99.58001,26.07673,81.86642,132.5844
GALAXY,STARFORMING,63.45787,275.0466,1248.714,454.5852
GALAXY,STARBURST,1100.439,2580.729,12836.56,5870.452
GALAXY,,19.41157,22.62053,62.63954,48.09674
GALAXY,,8.858618,2.953469,16.25537,4.113859
GALAXY,STARFORMING,726.9294,897.8938,3387.993,1866.005
GALAXY,,570.2411,116.9107,439.5366,541.8184
GALAXY,AGN BROADLINE,102.8358,162.1257,555.7126,404.612
GALAXY,,21.25436,19.30354,46.18681,49.97677
GALAXY,AGN,3823.379,811.241,3142.346,2141.056
GALAXY,BROADLINE,132.0361,60.93829,96.67509,32.73009
GALAXY,STARFORMING BROADLINE,101.4318,263.4741,1088.59,641.1528
GALAXY,BROADLINE,226.6759,93.03514,289.9238,356.4591
GALAXY,BROADLINE,94.45359,78.86882,175.5919,219.9313
GALAXY,STARFORMING,115.8487,707.408,3346.129,1500.314
GALAXY,,21.21521,1.604895,35.20418,29.55341
GALAXY,BROADLINE,64.74516,32.0079,106.9365,170.1779
GALAXY,BROADLINE,62.74538,31.0941,139.9979,211.0523
GALAXY,BROADLINE,83.02925,34.96386,170.6299,241.8638
GALAXY,BROADLINE,151.0302,108.2837,269.1904,371.6985
GALAXY,,84.20144,24.49005,108.4185,122.6455
GALAXY,,37.31163,6.29387,66.46642,73.18004
GALAXY,,32.76945,12.30398,49.43431,55.44037
GALAXY,BROADLINE,78.40385,34.39631,117.0103,206.4456
GALAXY,BROADLINE,83.87096,54.19944,121.868,195.3548
GALAXY,BROADLINE,78.18884,32.84388,177.6124,165.9631
GALAXY,BROADLINE,110.6279,53.06117,148.1966,253.2597
GALAXY,BROADLINE,34.65633,10.98242,36.06363,30.3792
GALAXY,BROADLINE,115.3325,103.4394,316.2162,320.0678
GALAXY,,136.7431,58.73833,158.8675,172.2631
GALAXY,STARFORMING,100.7862,371.5432,1753.893,818.918
GALAXY,STARFORMING,200.9308,1102.606,5350.819,2528.586
GALAXY,STARBURST,5639.006,1402.151,4075.111,237.3731
GALAXY,,47.96281,23.16429,61.45481,56.77085
GALAXY,STARFORMING,79.03995,246.7487,1114.876,482.6453
GALAXY,BROADLINE,35.14323,22.96129,84.53151,112.0971
GALAXY,BROADLINE,217.1909,100.35,308.2364,463.5652
GALAXY,,11.69577,2.362374,7.536118,47.17953
GALAXY,AGN,41.79954,53.39894,216.9138,156.9189
GALAXY,BROADLINE,110.3093,111.0155,519.777,493.024
GALAXY,,135.4377,50.63288,59.69497,82.2977
GALAXY,AGN,1468.227,461.1592,1944.377,2299.643
GALAXY,STARFORMING BROADLINE,87.98524,148.2663,576.1801,492.7685
GALAXY,,180.5671,115.1399,393.9262,248.0086
GALAXY,BROADLINE,83.72035,56.97929,120.736,187.0802
GALAXY,BROADLINE,228.3233,130.4644,352.1212,332.0574
GALAXY,STARFORMING,726.2908,501.8161,1695.587,347.2574
GALAXY,STARFORMING,184.2285,710.0223,4243.52,3250.851
GALAXY,,8.207951,6.126474,19.49806,8.140294
GALAXY,BROADLINE,20.85687,23.04058,99.3387,84.39635
GALAXY,STARFORMING,731.9827,526.8243,1779.992,395.2498
GALAXY,,71.73854,25.06482,139.8788,162.1118
GALAXY,AGN BROADLINE,106.0969,117.397,504.54,581.2063
GALAXY,BROADLINE,29.43669,8.001433,45.21247,10.91431
GALAXY,,24.91845,11.19409,41.90107,36.26219
GALAXY,STARBURST,4670.918,1681.263,5943.062,1960.849
GALAXY,STARFORMING,1108.043,934.2762,3902.069,2157.588
GALAXY,BROADLINE,35.77224,22.55584,29.84441,24.59078
GALAXY,,14.54496,11.9814,30.88341,15.7462
GALAXY,,47.39817,27.60166,32.04963,29.66502
GALAXY,STARBURST,4133.134,3754.218,16633.67,6907.328
GALAXY,STARFORMING BROADLINE,264.8692,538.125,3547.048,2276.76
GALAXY,BROADLINE,64.77869,26.78898,113.0859,139.0237
GALAXY,BROADLINE,124.4137,81.13014,206.4749,197.6155
GALAXY,BROADLINE,175.4095,91.42294,288.9024,311.7734
GALAXY,BROADLINE,51.39978,24.25741,75.80625,34.61781
GALAXY,,25.09711,16.9884,44.8114,32.48919
GALAXY,STARFORMING,86.89826,364.9189,1520.266,890.7112
